ID,Razón Social,NIT,Sector,Vacantes Encontradas,Última Vacante,Email Encontrado,Teléfono Encontrado,Estado
"1009","Centro De Mecanizados Del Cauca SA","","Privado",0,"","","","Sin vacantes"
"1010","TERMOBARRANQUILLA S.A. EMP DE SERV PUB TEBSA S.A.","","Privado",0,"","","","Sin vacantes"
"1011","CENTRO DE MEMORIA HISTORICA","","Privado",0,"","","","Sin vacantes"
"1012","COOPERATIVA DE SERVICIOS MULTIPLES MOGOTES LTDA -","","Privado",0,"","","","Sin vacantes"
"1013","Credit-union Cootraipi","","Privado",0,"","","","Sin vacantes"
"1014","TMB Transito Moderno De Bello Ltda","","Privado",0,"","","","Sin vacantes"
"1015","Empresa Social Del Estado Hospital Ivan Restrepo G","","Privado",0,"","","","Sin vacantes"
"1016","Transportadora de Gas Internacional S.A. ESP","","Privado",0,"","","","Sin vacantes"
"1017","Triada Ema S.A. Sucursal Colombia","","Privado",0,"","","","Sin vacantes"
"1018","Asociacion Colombiana De Porcicultores","","Privado",0,"","","","Sin vacantes"
"1019","Cooperativa Multiactiva De Servicios De La Univers","","Privado",0,"","","","Sin vacantes"
"1020","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA CLARA","","Privado",0,"","","","Sin vacantes"
"1021","BANCO GNB Colombia S A","","Privado",0,"","","","Sin vacantes"
"1022","Instituto de Financiamiento, Promocion y Desarroll","","Privado",0,"","","","Sin vacantes"
"1023","Unidad de planificacion de tierras rurales","","Privado",0,"","","","Sin vacantes"
"1024","EMPRESA URRA S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"1025","Union Temporal EGI","","Privado",0,"","","","Sin vacantes"
"1026","UNION TEMPORAL SIES 2011","","Privado",0,"","","","Sin vacantes"
"1027","ACONDESA","","Privado",0,"","","","Sin vacantes"
"1028","Instituto De Valorizacion De Manizales","","Privado",0,"","","","Sin vacantes"
"1029","Consorcio Constructor Pob (Jv-Pob)","","Privado",0,"","","","Sin vacantes"
"1030","Cooperativa Santandereana De Transportadores Limit","","Privado",0,"","","","Sin vacantes"
"1031","Cresi S.A.S","","Privado",0,"","","","Sin vacantes"
"1032","Consorcio SETI","","Privado",0,"","","","Sin vacantes"
"1033","INSTITUTO FINANCIERO DE CASANARE - IFC","","Privado",0,"","","","Sin vacantes"
"1034","Cámara de Compensación de Divisas de Colombia S.","","Privado",0,"","","","Sin vacantes"
"1035","Instituto Financiero Para El Desarrollo Del Valle","","Privado",0,"","","","Sin vacantes"
"1036","Constructora Capital SA","","Privado",0,"","","","Sin vacantes"
"1037","Cooperativa De Ahorro Y Credito Crediservir Ltda","","Privado",0,"","","","Sin vacantes"
"1038","Cooperativa De Ahorro Y Credito Alicalicop","","Privado",0,"","","","Sin vacantes"
"1039","Universitaria Virtual Internacional","","Privado",0,"","","","Sin vacantes"
"1040","COOPESAGUA: COOPERATIVA SOCIAL DE LA GUAJIRA","","Privado",0,"","","","Sin vacantes"
"1041","Hamburg Sud Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"1042","CENTROAGUAS S.A E.S.P","","Privado",0,"","","","Sin vacantes"
"1043","Carnicos Y Alimentos SA","","Privado",0,"","","","Sin vacantes"
"1044","Instituto Nacional de Vigilancia de Medicamentos y","","Privado",0,"","","","Sin vacantes"
"1045","Zimple Logistica Sas","","Privado",0,"","","","Sin vacantes"
"1046","INSTITUTO NACIONAL PARA CIEGOS","","Privado",0,"","","","Sin vacantes"
"1047","PROPLAS S.A","","Privado",0,"","","","Sin vacantes"
"1048","Bolsa y Renta SA","","Privado",0,"","","","Sin vacantes"
"1049","INSTITUTO NEUROLOGICO DE COLOMBIA","","Privado",0,"","","","Sin vacantes"
"1050","Fondo De Empleados De Las Entidades De Inteligenci","","Privado",0,"","","","Sin vacantes"
"1051","Energy Geophysical Services Field crews","","Privado",0,"","","","Sin vacantes"
"1052","Comercializadora Santander SA","","Privado",0,"","","","Sin vacantes"
"1053","Instituto Superior De Educacion Rural","","Privado",0,"","","","Sin vacantes"
"1054","Qvit Colombia SAS","","Privado",0,"","","","Sin vacantes"
"1055","Avidesa McPollo","","Privado",0,"","","","Sin vacantes"
"1056","Total Avidesa McPollo","","Privado",0,"","","","Sin vacantes"
"1057","Enermont S.A.S E.S.P","","Privado",0,"","","","Sin vacantes"
"1058","Reckitt Benckiser Colombia S A","","Privado",0,"","","","Sin vacantes"
"1059","INSTITUTO TECNOLÒGICO DE ANTIOQUIA","","Privado",0,"","","","Sin vacantes"
"1060","RED DE SERVICIOS DE OCCIDENTE","","Privado",0,"","","","Sin vacantes"
"1061","Coopmincom Ltda","","Privado",0,"","","","Sin vacantes"
"1062","COOPERATIVA DE TRANSPORTES VELOTAX LTDA","","Privado",0,"","","","Sin vacantes"
"1063","INSTITUTO TRANSITO Y TRANSPORTE DEL ATLANTICO","","Privado",0,"","","","Sin vacantes"
"1064","Rentandes SA","","Privado",0,"","","","Sin vacantes"
"1065","Integra S.A","","Privado",0,"","","","Sin vacantes"
"1066","FONDO DE EMPLEADOS FONOALIANZA","","Privado",0,"","","","Sin vacantes"
"1067","Fondo De Empleados Hospital Militar Central - Fond","","Privado",0,"","","","Sin vacantes"
"1068","CERAMIGRES S.A.","","Privado",0,"","","","Sin vacantes"
"1069","RUITOQUE S.A E.S.P","","Privado",0,"","","","Sin vacantes"
"1070","INTEGRAL S.A","","Privado",0,"","","","Sin vacantes"
"1071","Fondo de Empleados Levapan","","Privado",0,"","","","Sin vacantes"
"1072","Integrales Colombia","","Privado",0,"","","","Sin vacantes"
"1073","COOPERATIVA DE EMPLEADOS Y EX EMPLEADOS DEL CITI C","","Privado",0,"","","","Sin vacantes"
"1074","Intendencia Regional DIMAR 4","","Privado",0,"","","","Sin vacantes"
"1075","AGUAS DE CARTAGENA E.S.P S.A. ACUACAR","","Privado",0,"","","","Sin vacantes"
"1076","BOTERO LOZADA LTDA","","Privado",0,"","","","Sin vacantes"
"1077","Interasesores Asesores Empresariales Administrativ","","Privado",0,"","","","Sin vacantes"
"1078","Distribuciones Pharmaser Ltda","","Privado",0,"","","","Sin vacantes"
"1079","COOSANANDRESITO: COOPERATIVA MULTIACTIVA DE PROPIE","","Privado",0,"","","","Sin vacantes"
"1080","Fondo de Vigilancia y Seg de Santa Fe de Bogota D","","Privado",0,"","","","Sin vacantes"
"1081","INTERCONEXION ELECTRICA S A ISA","","Privado",0,"","","","Sin vacantes"
"1082","Cooperativa De La Guajira Confiamos","","Privado",0,"","","","Sin vacantes"
"1083","INTERCREDITO DE COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"1084","Seguros del Estado SA","","Privado",0,"","","","Sin vacantes"
"1085","Interdinco S.A.","","Privado",0,"","","","Sin vacantes"
"1086","SERBACOL ESP","","Privado",0,"","","","Sin vacantes"
"1087","BP EXPLORATION","","Privado",0,"","","","Sin vacantes"
"1088","Corporacion para el Desarrollo Sostenible de la Mo","","Privado",0,"","","","Sin vacantes"
"1089","Internacional Private Company IPAC SA","","Privado",0,"","","","Sin vacantes"
"1090","SERVICIO INTEGRADO DE INGENIERIA TRANSPORTE Y TECN","","Privado",0,"","","","Sin vacantes"
"1091","Corporacion Para Estudios En Salud","","Privado",0,"","","","Sin vacantes"
"1092","Cootracerrejon","","Privado",0,"","","","Sin vacantes"
"1093","Servivir, Grupo Empresarial De La Economia Solidar","","Privado",0,"","","","Sin vacantes"
"1094","Interservicios cooperativa multiactiva","","Privado",0,"","","","Sin vacantes"
"1095","Intexmoda S.A.","","Privado",0,"","","","Sin vacantes"
"1096","Sistema Integrado de Transporte S.I 99 S.A","","Privado",0,"","","","Sin vacantes"
"1097","Cerveceria del Valle SA","","Privado",0,"","","","Sin vacantes"
"1098","FRUTICOLA DE COLOMBIA S.A","","Privado",0,"","","","Sin vacantes"
"1099","Inversiones Argos SA","","Privado",0,"","","","Sin vacantes"
"1100","Compania de seguros de vida Aurora S.A","","Privado",0,"","","","Sin vacantes"
"1101","INVERSIONES BUENA FORTUNA SAS","","Privado",0,"","","","Sin vacantes"
"1102","E&M ASESORES EN SALUD SAS","","Privado",0,"","","","Sin vacantes"
"1103","Inversiones conalvias S.A.S.","","Privado",0,"","","","Sin vacantes"
"1104","Compania De Servicios Y Administracion S A Serdan","","Privado",0,"","","","Sin vacantes"
"1105","FUNDACION EMPRENDER MICROCREDITO","","Privado",0,"","","","Sin vacantes"
"1106","Inversiones Jalbor S.A.S","","Privado",0,"","","","Sin vacantes"
"1107","Sociedad Medica Antioquena S.A. Soma","","Privado",0,"","","","Sin vacantes"
"1108","Inversiones LIDAN S.A.S","","Privado",0,"","","","Sin vacantes"
"1109","Crowe Horwath CO SA","","Privado",0,"","","","Sin vacantes"
"1110","Fundacion Nacional Batuta","","Privado",0,"","","","Sin vacantes"
"1111","Cesca Cooperativa De Ahorro Y Credito","","Privado",0,"","","","Sin vacantes"
"1112","Fundacion Parque De La Cultura Cafetera","","Privado",0,"","","","Sin vacantes"
"1113","COOTRAUNION","","Privado",0,"","","","Sin vacantes"
"1114","Somex SA","","Privado",0,"","","","Sin vacantes"
"1115","COPACREDITO","","Privado",0,"","","","Sin vacantes"
"1116","Fundacion Universidad Autonoma de Colombia","","Privado",0,"","","","Sin vacantes"
"1117","COPERAGRO EC- Cooperativa Multiactiva de Trabajado","","Privado",0,"","","","Sin vacantes"
"1118","Isec S.A. (CBM)","","Privado",0,"","","","Sin vacantes"
"1119","SuperGiros S.A","","Privado",0,"","","","Sin vacantes"
"1120","Challenger S.A.S","","Privado",0,"","","","Sin vacantes"
"1121","Fundacion Universitaria Claretiana","","Privado",0,"","","","Sin vacantes"
"1122","Itansuca S.A.","","Privado",0,"","","","Sin vacantes"
"1123","Fundacion Universitaria de Ciencias de la Salud","","Privado",0,"","","","Sin vacantes"
"1124","Checorepuestos S.A.S","","Privado",0,"","","","Sin vacantes"
"1125","Fundacion Universitaria Juan de Castellanos","","Privado",0,"","","","Sin vacantes"
"1126","CI Agrofrut SA","","Privado",0,"","","","Sin vacantes"
"1127","Arquidiocesis De Medellin","","Privado",0,"","","","Sin vacantes"
"1128","CI Antillana SA","","Privado",0,"","","","Sin vacantes"
"1129","Cooperativa Multiactiva De La Corporacion Minuto D","","Privado",0,"","","","Sin vacantes"
"1130","J E JAIMES","","Privado",0,"","","","Sin vacantes"
"1131","TECNOIMAGENES S.A.","","Privado",0,"","","","Sin vacantes"
"1132","Coprocenva Cooperativa de Ahorro y Credito","","Privado",0,"","","","Sin vacantes"
"1133","Tega Electrodomesticos S.A.S.","","Privado",0,"","","","Sin vacantes"
"1134","JHS Ingenieria Ltda","","Privado",0,"","","","Sin vacantes"
"1135","Telecom","","Privado",0,"","","","Sin vacantes"
"1136","Cooperativa de Ahorro y Credito de Santander Ltda","","Privado",0,"","","","Sin vacantes"
"1137","TELEMEDICIONES S.A","","Privado",0,"","","","Sin vacantes"
"1138","Asociacion Mutual Acodema","","Privado",0,"","","","Sin vacantes"
"1139","Terasys SA","","Privado",0,"","","","Sin vacantes"
"1140","JUEGOTEC SAS","","Privado",0,"","","","Sin vacantes"
"1141","TERMINAL DE TRANSPORTES DE LA PLATA S.A.","","Privado",0,"","","","Sin vacantes"
"1142","K-2 INGENIERIA S.A.S","","Privado",0,"","","","Sin vacantes"
"1143","Terminal Metropolitana De Transportes De Barranqui","","Privado",0,"","","","Sin vacantes"
"1144","Koba Colombia S A S","","Privado",0,"","","","Sin vacantes"
"1145","ECONTACT COL S.A.S.","","Privado",0,"","","","Sin vacantes"
"1146","K-TION S.A.S.","","Privado",0,"","","","Sin vacantes"
"1147","COOPERATIVA MULTIACTIVA DE LOS SERVIDORES Y PENSI","","Privado",0,"","","","Sin vacantes"
"1148","La Equidad Seguros Generales Organismo Cooperativo","","Privado",0,"","","","Sin vacantes"
"1149","Galvis Ramirez & CIA SA","","Privado",0,"","","","Sin vacantes"
"1150","Asociacion De Camaras De Comercio Del Suroccidente","","Privado",0,"","","","Sin vacantes"
"1151","Comunicaciones Empresariales de Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"1152","Bristol Myers Squibb De Colombia SA","","Privado",0,"","","","Sin vacantes"
"1153","CORPORACION UNIVERSITARIA DE IBAGUE CORUNIVERSITAR","","Privado",0,"","","","Sin vacantes"
"1154","DATA FILE S A","","Privado",0,"","","","Sin vacantes"
"1155","Gases Industriales de Colombia S.A. - CRYOGAS","","Privado",0,"","","","Sin vacantes"
"1156","Escuela Colombiana de Ingenieria","","Privado",0,"","","","Sin vacantes"
"1157","Transporte De Logistica Andina SA","","Privado",0,"","","","Sin vacantes"
"1158","ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO","","Privado",0,"","","","Sin vacantes"
"1159","Cooperativa Financiera John F. Kennedy","","Privado",0,"","","","Sin vacantes"
"1160","CORP.AUTONOMA REG.DEL RIO GRANDE DE LA MAGDALENA C","","Privado",0,"","","","Sin vacantes"
"1161","CONASFALTOS S.A","","Privado",0,"","","","Sin vacantes"
"1162","LABORATORIO FRANCO COLOMBIANO. LAFRANCOL S.A.S","","Privado",0,"","","","Sin vacantes"
"1163","GENERAL MOTORS COLMOTORES S A","","Privado",0,"","","","Sin vacantes"
"1164","ESCUELA DE ADMON Y MERCADOTECNIA DEL QUINDIO","","Privado",0,"","","","Sin vacantes"
"1165","Unicipio De El Penol","","Privado",0,"","","","Sin vacantes"
"1166","COOPERATIVA DE AHORRO Y CREDITO DE SURAMERICA COOP","","Privado",0,"","","","Sin vacantes"
"1167","CONFEDERACION DE COOP. DE COLOMBIA COONFECOP","","Privado",0,"","","","Sin vacantes"
"1168","Laboratorios Prodycon","","Privado",0,"","","","Sin vacantes"
"1169","Agencia Logistica De Las Fuerzas Militares","","Privado",0,"","","","Sin vacantes"
"1170","LACTEOS EL RECREO","","Privado",0,"","","","Sin vacantes"
"1171","EICE TERMINAL DE TRANSPORTES DE FUSAGASUGA","","Privado",0,"","","","Sin vacantes"
"1172","Ambientes Inteligentes S.A.S","","Privado",0,"","","","Sin vacantes"
"1173","UNIDAD EJECUTORA DE SANEAMIENTO - UES","","Privado",0,"","","","Sin vacantes"
"1174","Lasa S.A. Sociedad De Apoyo Aeronautico","","Privado",0,"","","","Sin vacantes"
"1175","COOPERATIVA MULTIACTIVA NACIONAL DE BIENESTAR FAMI","","Privado",0,"","","","Sin vacantes"
"1176","AMBUQ EPSS","","Privado",0,"","","","Sin vacantes"
"1177","Corporación Universitaria Remington","","Privado",0,"","","","Sin vacantes"
"1178","ALCANTARA ASOCIADOS","","Privado",0,"","","","Sin vacantes"
"1179","Union Temporal SICO","","Privado",0,"","","","Sin vacantes"
"1180","CORPOICA","","Privado",0,"","","","Sin vacantes"
"1181","Cooperativa Multiactiva Para Los Profesionales Del","","Privado",0,"","","","Sin vacantes"
"1182","Corporacion Accion Por El Quindio Actuar Famiempre","","Privado",0,"","","","Sin vacantes"
"1183","Datapoint De Colombia SAS","","Privado",0,"","","","Sin vacantes"
"1184","UNIVERSIDAD CATOLICA DE ORIENTE","","Privado",0,"","","","Sin vacantes"
"1185","CINE COLOMBIA S.A","","Privado",0,"","","","Sin vacantes"
"1186","Level Up Interactive S.A.S","","Privado",0,"","","","Sin vacantes"
"1187","Universidad de Cauca","","Privado",0,"","","","Sin vacantes"
"1188","ESE Hospital San Rafael de Tunja","","Privado",0,"","","","Sin vacantes"
"1189","AMERICAN PIPE AND CONSTRUCTION INTERNATIONAL","","Privado",0,"","","","Sin vacantes"
"1190","CONTROLES EMPRESARIALES LTDA","","Privado",0,"","","","Sin vacantes"
"1191","UNIVERSIDAD DE SAN GIL","","Privado",0,"","","","Sin vacantes"
"1192","Corporacion Autonoma Regional De Caldas Corpocalda","","Privado",0,"","","","Sin vacantes"
"1193","Gopher Group S.A.S","","Privado",0,"","","","Sin vacantes"
"1194","Cooperativa De Ahorro Y Credito Juan De Dios Gomez","","Privado",0,"","","","Sin vacantes"
"1195","Consorcio KGM","","Privado",0,"","","","Sin vacantes"
"1196","Estibol SAS","","Privado",0,"","","","Sin vacantes"
"1197","Gramalote Colombia Limited","","Privado",0,"","","","Sin vacantes"
"1198","Litigar Punto Com SA","","Privado",0,"","","","Sin vacantes"
"1199","UNIVERSIDAD FRANCISCO DE PAULA SANTANDER","","Privado",0,"","","","Sin vacantes"
"1200","ESTRATEGIAS CONTACT CENTER COLOMBIA","","Privado",0,"","","","Sin vacantes"
"1201","UNIVERSIDAD KONRAD LORENZ","","Privado",0,"","","","Sin vacantes"
"1202","ESTUDIOS TECNICOS S.A.S","","Privado",0,"","","","Sin vacantes"
"1203","Consorcio Vial Helios","","Privado",0,"","","","Sin vacantes"
"1204","Construcciones Civiles S.A.","","Privado",0,"","","","Sin vacantes"
"1205","Los Nominativos 7 - 24 Ltda Siete24 Ltda Y Siete24","","Privado",0,"","","","Sin vacantes"
"1206","Loteria de Bogota","","Privado",0,"","","","Sin vacantes"
"1207","Grupo Bancolombia","","Privado",0,"","","","Sin vacantes"
"1208","LUCES DE SANTANDER S.A","","Privado",0,"","","","Sin vacantes"
"1209","Lunel Integracion Estrategica","","Privado",0,"","","","Sin vacantes"
"1210","Universitaria De Investigación Y Desarrollo - Udi","","Privado",0,"","","","Sin vacantes"
"1211","Eve Distribuciones S.A.S.","","Privado",0,"","","","Sin vacantes"
"1212","Guillermo Pulgarin S. S.A / Kosta Azul","","Privado",0,"","","","Sin vacantes"
"1213","Americas Symsoft","","Privado",0,"","","","Sin vacantes"
"1214","Ventas y Servicios S A","","Privado",0,"","","","Sin vacantes"
"1215","BUSSCAR DE COLOMBIA S.A.S","","Privado",0,"","","","Sin vacantes"
"1216","Vigilancia Santafereña Y Cia Ltda","","Privado",0,"","","","Sin vacantes"
"1217","Mamut de Colombia SAS","","Privado",0,"","","","Sin vacantes"
"1218","Worldwide Advisors S.A.S.","","Privado",0,"","","","Sin vacantes"
"1219","Manitoba Ltda","","Privado",0,"","","","Sin vacantes"
"1220","Yazaki Ciemel F T Z Ltda","","Privado",0,"","","","Sin vacantes"
"1221","EVOLUTION OUTSOURCING S.A.S.","","Privado",0,"","","","Sin vacantes"
"1222","Cooperativa Nacional De Trabajadores De La Industr","","Privado",0,"","","","Sin vacantes"
"1223","COOPERATIVA DE AHORRO Y CREDITO PARA EL DESARROLLO","","Privado",0,"","","","Sin vacantes"
"1224","Coolever","","Privado",0,"","","","Sin vacantes"
"1225","Comercializadora Cole S.A.S","","Privado",0,"","","","Sin vacantes"
"1226","Clinica de Marly S.A.","","Privado",0,"","","","Sin vacantes"
"1227","PROTECNICA INGENIERIA S.A.","","Privado",0,"","","","Sin vacantes"
"1228","EXCO COLOMBIANA S.A.","","Privado",0,"","","","Sin vacantes"
"1229","Protokimica S.A.S","","Privado",0,"","","","Sin vacantes"
"1230","Marathon Distribuciones SAS","","Privado",0,"","","","Sin vacantes"
"1231","Maria Teresa Galiano Servimed Ltda","","Privado",0,"","","","Sin vacantes"
"1232","QBCo S.A","","Privado",0,"","","","Sin vacantes"
"1233","Clinica del Country S.A.","","Privado",0,"","","","Sin vacantes"
"1234","Fondo de Empleados de Notariado y Registro CORNOTA","","Privado",0,"","","","Sin vacantes"
"1235","Clinica Medellin S A","","Privado",0,"","","","Sin vacantes"
"1236","QUIMICA INTERNACIONAL S A  QUINTAL S A","","Privado",0,"","","","Sin vacantes"
"1237","Clinica Rey David Sincelejo S.A.S","","Privado",0,"","","","Sin vacantes"
"1238","Archivos Y Datos S.A.S","","Privado",0,"","","","Sin vacantes"
"1239","Clinica Tolima SA","","Privado",0,"","","","Sin vacantes"
"1240","FONDO DE EMPLEADOS DE SUPERTIENDAS Y DROGUERIAS OL","","Privado",0,"","","","Sin vacantes"
"1241","Cooperativa Multiactiva De Aporte y Credito Solida","","Privado",0,"","","","Sin vacantes"
"1242","RAFAEL IGNACIO HERNANDEZ","","Privado",0,"","","","Sin vacantes"
"1243","C.I. EL Globo S.A.S","","Privado",0,"","","","Sin vacantes"
"1244","Recamier S.A","","Privado",0,"","","","Sin vacantes"
"1245","AYM Sinergia","","Privado",0,"","","","Sin vacantes"
"1246","Fondo de Empleados del Banco de Occidente","","Privado",0,"","","","Sin vacantes"
"1247","Explorer","","Privado",0,"","","","Sin vacantes"
"1248","Red Bull Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"1249","MC Mensajeria Confidencial SA","","Privado",0,"","","","Sin vacantes"
"1250","RED DE SERVICIOS DE LA ORINOQUIA Y EL CARIBE","","Privado",0,"","","","Sin vacantes"
"1251","Explorer (1st Marathon Business Colombia)","","Privado",0,"","","","Sin vacantes"
"1252","Fondo De Empleados Del Fondo Nacional Del Ahorro","","Privado",0,"","","","Sin vacantes"
"1253","MCH Sistematizando Limitada","","Privado",0,"","","","Sin vacantes"
"1254","Fondo De Empleados Del Grupo Bancolombia Febanc","","Privado",0,"","","","Sin vacantes"
"1255","EXPRESO DE TRANSPORTE COLECTIVO DEL ORIENTE S.A","","Privado",0,"","","","Sin vacantes"
"1256","Fondo de Empleados del Instituciones Colombianas A","","Privado",0,"","","","Sin vacantes"
"1257","CLINICA UNIVERSITARIA RAFAEL URIBE","","Privado",0,"","","","Sin vacantes"
"1258","RENOVATIO ECO SOLUTIONS","","Privado",0,"","","","Sin vacantes"
"1259","CLINICA VERSALLES","","Privado",0,"","","","Sin vacantes"
"1260","Fondo De Empleados Del Sector Industrial Fonrecar","","Privado",0,"","","","Sin vacantes"
"1261","MEGALINEA SA","","Privado",0,"","","","Sin vacantes"
"1262","REPSOL EXPLORACION COLOMBIA S.A","","Privado",0,"","","","Sin vacantes"
"1263","Extrucol S A","","Privado",0,"","","","Sin vacantes"
"1264","Fondo de empleados futuro","","Privado",0,"","","","Sin vacantes"
"1265","F R B Fundacion Antonio Restrepo Barco","","Privado",0,"","","","Sin vacantes"
"1266","Fondo De Empleados Granfondo FEG","","Privado",0,"","","","Sin vacantes"
"1267","Factoria Empresarial SAS","","Privado",0,"","","","Sin vacantes"
"1268","RTRC Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"1269","Mercados En Linea SAS","","Privado",0,"","","","Sin vacantes"
"1270","META4 ANDINA LTDA.","","Privado",0,"","","","Sin vacantes"
"1271","S Y P Colombia S.a.s.","","Privado",0,"","","","Sin vacantes"
"1272","ACERIAS PAZ DEL RIO S.A.","","Privado",0,"","","","Sin vacantes"
"1273","Sadinsa SA","","Privado",0,"","","","Sin vacantes"
"1274","Cacharreria Mundial S.A.S","","Privado",0,"","","","Sin vacantes"
"1275","Fondo de Empleados Medicos de Colombia","","Privado",0,"","","","Sin vacantes"
"1276","FastTrack S.A.S","","Privado",0,"","","","Sin vacantes"
"1277","Fondo De Empleados Naciones Unidas De Colombia- Fe","","Privado",0,"","","","Sin vacantes"
"1278","FAVI: FONDO DE EMPLEADOS PARA EL AHORRO, EL BIENES","","Privado",0,"","","","Sin vacantes"
"1279","SANDERCOOP: COOPERATIVA DE EMPLEADOS DEL DEPARTAME","","Privado",0,"","","","Sin vacantes"
"1280","Metrotel Redes SA","","Privado",0,"","","","Sin vacantes"
"1281","FONDO DE EMPLEADOS Y FUNCIONARIOS DEL CONSEJO SUPE","","Privado",0,"","","","Sin vacantes"
"1282","Microempresas De Colombia Cooporativa De Ahorro Y","","Privado",0,"","","","Sin vacantes"
"1283","Corporacion Fondo De Empleados Bancarios Y Del Sec","","Privado",0,"","","","Sin vacantes"
"1284","MICROPLAST ANTONIO PALACIO & COMPANIA S.A.","","Privado",0,"","","","Sin vacantes"
"1285","Fondo De Empleados Y Trabajadores De Las Empresas","","Privado",0,"","","","Sin vacantes"
"1286","FONDO DE GARANTIAS DE INSTITUCIONES FINANCIERAS","","Privado",0,"","","","Sin vacantes"
"1287","FEBAY: FONDO DE EMPLEADOS BAYER","","Privado",0,"","","","Sin vacantes"
"1288","DISTRIBUCIONES EL MAYORISTA","","Privado",0,"","","","Sin vacantes"
"1289","Minerales Andinos","","Privado",0,"","","","Sin vacantes"
"1290","Cooperativa de Entidades de salud de Cordoba","","Privado",0,"","","","Sin vacantes"
"1291","Ananke Educacion","","Privado",0,"","","","Sin vacantes"
"1292","Corporacion Instituto De Administracion Y Finanzas","","Privado",0,"","","","Sin vacantes"
"1293","Mineros S.A.","","Privado",0,"","","","Sin vacantes"
"1294","Seguridad de occidente","","Privado",0,"","","","Sin vacantes"
"1295","Febor Entidad Cooperativa-COOPFEBOR","","Privado",0,"","","","Sin vacantes"
"1296","Seguridad Vial Sevial Sa","","Privado",0,"","","","Sin vacantes"
"1297","FECELSA","","Privado",0,"","","","Sin vacantes"
"1298","Districondor SA","","Privado",0,"","","","Sin vacantes"
"1299","FECOLSA  FONDO EMPLEADOS DE COLSANITAS","","Privado",0,"","","","Sin vacantes"
"1300","FONDO NACIONAL DE GARANTIAS S.A.","","Privado",0,"","","","Sin vacantes"
"1301","FONDO NACIONAL DE LA PORCICULTURA","","Privado",0,"","","","Sin vacantes"
"1302","Coexito S.a.s.","","Privado",0,"","","","Sin vacantes"
"1303","Corporacion Interactuar","","Privado",0,"","","","Sin vacantes"
"1304","COOPERATIVA DE AHORRO Y CREDITO PROYECTAMOS","","Privado",0,"","","","Sin vacantes"
"1305","FONDO NACIONAL DEL ARROZ - FEDEARROZ","","Privado",0,"","","","Sin vacantes"
"1306","SERO S.A.S.","","Privado",0,"","","","Sin vacantes"
"1307","Aguas de Cordoba S.A. E.S.P","","Privado",0,"","","","Sin vacantes"
"1308","COOP. ESPECIALIZADA DE TRANSPORTE TORCOROMA LTDA","","Privado",0,"","","","Sin vacantes"
"1309","SERVICIO INTEGRADO DE GERENCIA Y MANEJO ADMINISTRA","","Privado",0,"","","","Sin vacantes"
"1310","Servicio Nacional de Aprendizaje Colombia","","Privado",0,"","","","Sin vacantes"
"1311","CAFE QUINDIO S.A.S","","Privado",0,"","","","Sin vacantes"
"1312","Servicio Occidental De Salud SA","","Privado",0,"","","","Sin vacantes"
"1313","ADA S.A.","","Privado",0,"","","","Sin vacantes"
"1314","Fondo Uniandes","","Privado",0,"","","","Sin vacantes"
"1315","Cooperativa De Ahorro Y Credito Tabacalera Y Agrop","","Privado",0,"","","","Sin vacantes"
"1316","CAJA COOPERATIVA CREDICOOP","","Privado",0,"","","","Sin vacantes"
"1317","SESCOLOMBIA SAS","","Privado",0,"","","","Sin vacantes"
"1318","CognosOnline S.A.","","Privado",0,"","","","Sin vacantes"
"1319","Alimentos Polar Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"1320","CORPORACION AUTONOMA REGIONAL DE FRONTERA","","Privado",0,"","","","Sin vacantes"
"1321","SIETT CARTAGO S.A.S.","","Privado",0,"","","","Sin vacantes"
"1322","Mitsubishi Electric De Colombia Limitada","","Privado",0,"","","","Sin vacantes"
"1323","Friofrimac S A S","","Privado",0,"","","","Sin vacantes"
"1324","MM PACKAGING COLOMBIA S.A.S","","Privado",0,"","","","Sin vacantes"
"1325","SISTEMA INTEGRADO DE TRANSPORTE SI02 S.A","","Privado",0,"","","","Sin vacantes"
"1326","MONTAGAS SA ESP","","Privado",0,"","","","Sin vacantes"
"1327","Friogan S.A.","","Privado",0,"","","","Sin vacantes"
"1328","Moody International Limited","","Privado",0,"","","","Sin vacantes"
"1329","Federacion Nacional de Cultivadores de Palma de Ac","","Privado",0,"","","","Sin vacantes"
"1330","Fuera De Serie","","Privado",0,"","","","Sin vacantes"
"1331","MORENO VARGAS SA","","Privado",0,"","","","Sin vacantes"
"1332","Corporacion Tecnologica de Bogota","","Privado",0,"","","","Sin vacantes"
"1333","FEDETEL: FONDO DE EMPLEADOS DE TELECOM Y LAS TELEC","","Privado",0,"","","","Sin vacantes"
"1334","FUNDA001","","Privado",0,"","","","Sin vacantes"
